Time (ms),ECG_Signal (mV),Filtered_ECG (mV),HRV (ms),P_Wave_Amplitude (mV),T_Wave_Amplitude (mV),QRS_Duration (ms),ST_Segment (mV),PR_Interval (ms),Label (Diabetes)
220,0.6394938606520418,0.5989636621265519,868.0504550385526,0.21491503193988937,0.24810631703602976,97.41585293599006,0.14131391942688082,185.3434695659478,1
230,0.7921446485352182,0.8770238876105243,981.0467386099276,0.2528165824832852,0.33447676865834075,118.12480457576551,0.1424614487978641,196.76737180873872,1
240,0.8663618432936917,0.9605734923267653,715.6773637858071,0.1998684235723068,0.3652129369096571,108.76980802303328,-0.16030493403212762,183.41299814012936,0
250,0.9560699842170359,1.0449232820397227,825.6379957222484,0.15848784842200733,0.3346184261822434,117.206608114502,-0.16371164690086767,168.30424630750028,0
260,1.2851759613930136,1.2800188047245062,778.0473372886154,0.20608815705192202,0.3648700894498699,101.10351893088662,-0.09492180919922588,159.46732704419043,0
270,0.6996737821583597,0.7720823123562224,919.2462894942189,0.2916672874041455,0.27939843244149487,90.35617099172558,0.1499064250215974,123.20552690786133,1
280,1.0142344384136117,1.0831443181206257,994.389127149174,0.2462601595947837,0.2312633941417722,82.11306745458887,-0.14843896597060044,198.7457583051233,0
290,1.0924145688620426,1.0562346635106936,776.9590187332743,0.25072187230008103,0.3475901894795185,109.04339405935403,0.0879987210509785,150.6784898060034,0
300,0.5464504127199977,0.6122335075501332,896.2523804422224,0.24484232304564596,0.2720949010283108,84.85211992022137,-0.15953375215475873,132.17825711334933,1
310,1.1075448519014384,1.014946378844537,759.429289827922,0.1798488208439155,0.3342541650458265,92.11100513087868,0.049255141499130156,173.33670843171654,0
320,0.6705241236872915,0.6897780993837022,869.599076371483,0.212750079615342,0.25412878839635317,101.2988363153559,-0.05757308035234207,142.74306312763673,0
330,0.5650515929852795,0.5110533604428201,839.1797460065009,0.26264096975449774,0.21624592696133454,102.5766635111899,0.1155655851863468,166.86226167448382,0
340,1.4488855372533331,1.3729989144087889,991.6015988894611,0.16520593463297387,0.3985163590975527,104.02332787948544,-0.10652382046985456,166.94143262756728,0
350,1.4656320330745594,1.3810226734004012,882.5581818089399,0.19167791641345683,0.23124030158611986,86.65021321398802,0.055680731755983925,155.65838567222954,1
360,1.3083973481164612,1.3476551032920892,804.8519116260456,0.19144786626987803,0.39768419879269623,95.18949619286595,-0.10572698616964603,186.8894892436034,0
370,0.8046137691733707,0.7725887619269839,734.22873546638,0.2148028391391759,0.3954559865132895,104.68776908467866,0.08546411324486153,141.19736492443545,0
380,0.5976721140063839,0.6426254683121362,745.3740486204804,0.29705531114132777,0.35876362078160795,118.79275458535139,0.1494712138242995,155.89060732941874,1
390,1.1842330265121568,1.0973042946719453,767.5950789853705,0.16012538200257329,0.33188459241639956,109.10524550798755,-0.149279280349296,163.01537028727773,0
400,0.9401524937396013,0.9032105613057234,775.2899984020894,0.22780514915708924,0.315561410050217,116.90415028375831,0.1466382754382014,173.08997766138395,1
410,0.6220382348447788,0.6299364933198462,955.1848173523414,0.17690470230183156,0.37322030907556697,110.48848233256709,0.037430101765719176,182.71774804044716,1
420,0.9951769101112702,1.053321543079063,868.3668364847574,0.2956014818114616,0.25788790432389763,103.66867875569602,-0.14915580365319042,151.58458263026048,0
430,0.5343885211152184,0.4981390217016324,857.0172734123099,0.16699552570911963,0.2935362424969754,87.68093476545378,-0.02898325785611519,171.68375552772767,0
440,1.409320402078782,1.4344986773661839,734.4306615607652,0.21054015035423868,0.3238779938733004,106.66742607570052,-0.13565588260596084,132.04887624548152,1
450,0.7587799816000169,0.8359755312472543,958.0419080048305,0.2606827477251909,0.28223809517389825,104.93518263839628,0.08013915554662782,194.61184804339828,0
460,1.162522284353982,1.185694921990443,916.8442909625451,0.2556831642041168,0.28549729081805364,104.09876681829066,0.10354725376717988,150.64470451368027,0
470,0.811711076089411,0.7583029710401377,720.3005085700005,0.21340929553408983,0.2660569335004169,99.59143471952963,-0.15768139189088043,178.36171375811506,1
480,1.0200680211778108,0.9249481774891184,912.3505291689306,0.2019786251929077,0.31284636333690724,101.14626415957102,0.0024559410778577373,121.62728655057421,0
490,1.0467102793432796,1.1207300541234657,863.0614652027938,0.20964185678293057,0.37011490560302324,93.37770108472417,0.12585002241036686,136.41497143238456,1
500,0.684854455525527,0.5891083376956044,724.5176037240335,0.1896414394737959,0.2403056756012626,100.77250770569214,0.1744652166203986,158.96660354588624,0
510,1.4695846277645586,1.5445249623013984,837.490192458597,0.18079994080601997,0.3868866077506883,87.90223622713913,0.005407146696707998,190.26019741858772,0
520,1.2751328233611146,1.2809202501665569,845.4088861390142,0.2224559546338335,0.33781753074964593,112.20697589441508,0.18011168944456285,162.18041199605418,0
530,1.4394989415641892,1.5273124812667684,749.7323620489827,0.1902800634101411,0.36465464253600605,87.43107818794832,0.014275588182411925,194.3896385835103,1
540,1.394827350427649,1.454583997582382,983.7094441000847,0.1931192497345875,0.31123813852600235,83.39865159557866,-0.04232380216003681,158.7037517266237,0
550,1.097899978811085,1.1974868009177526,954.9926114441986,0.24851340952118356,0.35590334028481274,97.4498410542863,0.13928125142115821,159.235927738876,1
560,1.4218742350231168,1.392016598113459,900.7067011987325,0.29528059975498383,0.20324007946789346,106.33229758024248,-0.0028069158167643715,129.57974308004256,0
570,0.5884925020519195,0.6419301598381448,838.6886683001821,0.24054558008390625,0.3636760849559071,97.50867299734165,-0.011238995774190796,184.2124995321776,0
580,0.6959828624191452,0.6763690451409936,823.5296624753526,0.16154692005974494,0.20802777181707333,91.07016527805234,-0.00387500423606868,139.757232997365,0
590,0.5452272889105381,0.5412024129713199,895.2920401452863,0.16133754207811005,0.3779826752725725,102.32684735561763,0.13871400074789814,191.9689991497852,0
600,0.8253303307632643,0.8508314234069383,863.6295608220717,0.2927134831268349,0.39839254944772867,93.880093416488,0.13277661667522084,192.86593762643167,0
610,0.888677289689482,0.9634127125267498,718.6819317645657,0.19459361854610002,0.25881349243535556,117.31470760506532,-0.03859200302391552,195.46480894993198,0
620,0.7713490317738959,0.8681657256137549,853.7507946310996,0.1638100479123713,0.24206371125715875,116.90580558414288,-0.06668005605179,161.6184391282472,0
630,1.3287375091519293,1.382392191924833,941.9210851698518,0.23985668807255722,0.35307267277160814,100.09487279888381,-0.0032287903843482846,174.16750278269154,1
640,0.8567533266935893,0.840306683127056,837.7719632790875,0.2435473167435399,0.25060526818405066,93.11535976073034,0.02910900389484361,182.28127040493308,0
650,0.7809345096873808,0.7652059101427948,715.5869732662806,0.2472757230178032,0.3731124766344407,109.48529655826556,-0.10466511574880122,130.48116949203725,1
660,1.0426960831582486,1.0902125434760268,935.8834598152099,0.19011030417863117,0.22056851843149536,81.46851773932266,0.11758203388623628,168.07657559979978,0
670,0.6409242249747626,0.5886796541284232,760.4091346407923,0.15226660263217126,0.22519103927587167,98.99076024174605,-0.0054068937070308465,122.74383210426494,0
680,1.3021969807540397,1.2242918033803185,777.5862504664117,0.29475230541817077,0.3958303110201231,93.45293577081334,-0.06638178063201616,159.8052866710981,0
690,0.5745506436797708,0.5454750752079262,749.4119060296888,0.18763395685366535,0.33476777965400095,116.82143540410219,-0.15727160281440378,132.38741452961818,0
700,1.4868869366005173,1.4443347349313336,799.0645194614492,0.2514039432078821,0.3693774448857906,80.4801210909073,-0.10446193583855723,134.63383407696676,0
710,1.2722447692966574,1.2315063933878554,927.0254517065905,0.2559944804818064,0.2648658754703036,102.11259502873396,0.1797124687023935,149.2038053354081,0
720,0.6987156815341724,0.6454372317441543,855.8157578511812,0.24150111256192286,0.3352967499041209,109.62654324266504,-0.07796012527218937,154.59497333732025,0
730,0.5055221171236024,0.4139407550508748,761.4643822452138,0.19693610913204723,0.31884836546171946,99.40071950096166,-0.1324562842531859,169.85379396257497,1
740,1.3154614284548343,1.219036215401517,963.3490234456123,0.19066443806460986,0.3206300240245894,83.41612120650886,-0.01573088333800271,125.95427347508125,0
750,1.2068573438476171,1.3044018217948234,963.8745564854587,0.23965024240540544,0.33650649190754434,118.8984556011161,-0.07716490265590054,160.29534089899556,1
760,1.2290071680409873,1.2145617947881597,961.1735275138021,0.2799143450417537,0.3150718346258197,100.72041725504391,-0.18593629989152236,134.6100104202481,0
770,1.2712703466859456,1.248135676117882,771.6388634144618,0.2920100593385093,0.2858124738605332,104.56744977276045,-0.0707419130882331,165.91801400253934,0
780,0.5740446517340904,0.6099741082727044,835.3718032542964,0.16588587066056365,0.25518453887610937,89.46439130830029,0.017643449575787423,170.9923689808947,0
790,0.8584657285442726,0.8021165061172855,995.4968968422625,0.17322429188965796,0.3537162661826404,99.33992340427216,0.02068494880798677,164.53674052422832,0
800,0.6158690595251297,0.7058612963151748,931.6037428929972,0.29171043881746195,0.24525448600063726,97.16597967833287,-0.057376431529244515,179.0636408382646,0
810,1.3631034258755936,1.420372428758704,708.150226367668,0.26048028425021885,0.3384708612308829,82.99583368007934,-0.021078897498959748,146.84873953927212,0
820,1.123298126827558,1.0411803272900098,719.5613773781477,0.2824490737244659,0.24666656452986535,84.24641414189868,0.18620716729390657,181.20852733065047,0
830,0.8308980248526492,0.8144141800096348,839.1794130436998,0.18039489512030146,0.3250660339908908,113.49890078475099,-0.04906060910787535,154.6213665366555,0
840,0.5635583502860236,0.6393820117984566,972.766061758468,0.23813788066641028,0.34941565342580583,89.5927980882636,-0.09670927469600682,158.73475986580775,0
850,0.8109823217156622,0.8999287261739443,861.6105393858143,0.255170939162621,0.24374277778130785,87.79833085994522,-0.10261318237329596,171.84817018088572,0
860,0.825183322026747,0.818663624276721,849.343752410287,0.25201678281704587,0.21198866017226167,100.19645805000557,-0.016894154918346338,121.46867071993792,0
870,1.229606178338064,1.2522884561802057,731.6421099869892,0.2112227536300047,0.22619474859883482,110.74988525450053,0.10380805948677763,172.31953771361987,1
880,1.1375574713552132,1.0709642605736283,897.0340314172882,0.15230923375369626,0.3211993934542051,82.47786074315951,-0.11760472632461072,169.48681192576925,1
890,1.3872127425763265,1.4854464678037218,946.6309481800677,0.23743890852063948,0.36988928124514714,103.07231678553023,0.08371845085630725,144.7877693402624,0
900,0.9722149251619493,0.918549265438638,814.1260022522687,0.1879652308769413,0.20899936424708487,84.76841771362294,-0.19154007066023349,126.86354279195916,1
910,0.6195942459383017,0.7081406007653268,932.6835552775982,0.21753813692143353,0.34683025180832927,81.45844203302474,-0.0324268088064216,127.2748359930433,1
920,1.213244787222995,1.2431741170214687,989.3429961702435,0.2936371522625726,0.26826372919001046,82.1097580864887,0.11034602608111477,193.8578997588183,0
930,1.2607850486168974,1.2823324075926692,761.1299377383067,0.2098552976463652,0.2957056739839045,113.36656432833766,-0.06450681769022745,175.14234569806698,0
940,1.0612771975694963,1.063814899772798,856.9988893584224,0.275970240999664,0.38577190996911315,84.71889934512247,0.02549484057815979,130.16820910165924,1
950,1.270967179954561,1.2171011422981128,786.1413874253726,0.17828109086238766,0.2663943009471691,81.80605457649168,-0.11800830686963569,148.5378535447125,0
960,0.9937955963643907,0.9291012027654924,937.8563257101519,0.2508690747037543,0.29306738678789723,97.51599548571649,0.09679815645046891,167.39863951212772,1
970,1.0227328293819942,0.9668300711960293,873.2780097643472,0.2965510431658415,0.20273648295213623,113.75973887768099,-0.17908835869249617,186.84573640725188,0
980,0.9275410183585496,0.8648286707874006,890.3747252650911,0.1652839651309405,0.21631974400096768,90.49633505957208,0.14101705795020014,123.49287429704069,0
990,0.5254191267440952,0.5813360214574459,939.3742478847682,0.1512479913340788,0.25171831822695684,96.86850470103666,-0.12072144543133274,138.93065051760072,0
1000,0.6078914269933045,0.5779164788266504,818.7911417987365,0.21503741889489214,0.20557044816421488,81.59690130255005,0.1497592126833323,191.1799192236304,0
1010,0.5314291856867343,0.44299772099941354,974.5270205221129,0.16389382245770506,0.3262750652096502,97.96314056539504,-0.058988303479793086,120.73324401470532,1
1020,1.1364104112637805,1.2302309372919429,859.908660173842,0.2622576524514347,0.2852796713603245,103.10452322548535,0.08907342978979466,136.111928223511,1
1030,0.8143559810763267,0.8911131580690118,747.3864468506044,0.2871822995772838,0.3096290405456044,102.8362821500858,-0.07230988088552462,196.72193407783726,0
1040,1.0085706911647028,1.0941211478037454,908.7697354506407,0.2151031459063138,0.23492943717926593,93.2970676869746,0.16236466849385905,169.0721477217737,0
1050,1.4075664739260931,1.5065480384553802,937.9784051314764,0.18880674632331612,0.2591864058873232,92.62132722652542,-0.14934514979265026,140.9337093310005,1
1060,0.7492922291488749,0.6840712789927724,795.0285031202579,0.21516049785099145,0.33276489497054507,84.26494475746392,-0.12859208429096053,125.3592875516678,0
1070,0.9103829230356297,0.8896313268161615,957.1537770996258,0.25851717267750013,0.39306054472608,94.67193282585073,-0.0027879499364790727,122.25530723577778,0
1080,1.2555511385430487,1.307198833683867,971.8429764297299,0.15135812423705564,0.21008335472044184,83.97978675491859,-0.16722462438474156,139.5796063709542,0
1090,0.7287981654916225,0.7680022891023809,783.0713462133426,0.23841809842270456,0.37807686417105324,110.66383778848206,-0.12160792611929523,190.51886556711284,1
1100,0.576979909828793,0.507759091096764,995.0564418145666,0.24199375273310686,0.3153762402622417,118.65097190992743,0.17750655288480577,153.27309234380076,1
1110,0.789751452913768,0.8529180779118916,742.2134584146276,0.24565323703439032,0.31278391335112476,118.80297826666828,0.19059586445915488,177.62666953327943,0
1120,0.6612212872540044,0.6061094016213365,760.604700520747,0.18630331199713157,0.3000557070415521,114.60284397501576,-0.04949626826783121,193.46280283039664,0
1130,1.429697652342573,1.3744611753070977,755.2674517714079,0.257107908506719,0.21387881718083668,104.03168597358476,0.16931440840557427,152.64323692822532,1
1140,1.308120379564417,1.3155152641430996,968.196913002361,0.16370872294976646,0.21797537034723213,108.0346278897552,0.017929870269372705,135.30218968299175,0
1150,1.1334037565104236,1.151991743478764,896.2877656974886,0.17989055047002012,0.32018240113181723,91.40823210721656,-0.09210301365049318,161.36943446855355,0
1160,1.3714605901877177,1.3874778317552798,745.6312849666818,0.2816205069981723,0.2681917142871117,105.23081680690483,0.08095948843223943,192.64669496478837,0
1170,1.3036720768991144,1.2219694443786653,832.0970255105046,0.26080847260898493,0.3834536133155362,98.2259819775951,0.06356072262994289,184.34995313101604,1
1180,0.6865700588860358,0.7620622314121119,884.5894075209405,0.1520618331017018,0.28131810747189445,99.2806935910773,0.19565012764349338,125.2663874690523,0
1190,1.3925589984899778,1.345679007007719,725.039225496815,0.18725643905547001,0.22865629174052823,110.31106241500632,-0.09398108503628669,175.40582400620656,0
1200,1.0393422419156506,0.9652452261722114,964.7249105222016,0.18216097244897467,0.3429437667004072,91.27673422389006,0.06882380106469416,165.7518017967163,0
1210,1.3074401551640626,1.385189771137858,941.0810606324605,0.19062094920554587,0.258670684288202,92.7215844677808,-0.17919049798822126,192.59705410771403,0
1220,1.3960912999234933,1.487221599569444,851.5620320729914,0.18713396554198294,0.3050940614711787,116.98567164514546,-0.15454158452131225,129.7985133480238,0
1230,0.8180034749718639,0.890428998424954,990.1379845777511,0.15937894436142686,0.339566557101034,82.2489717940389,-0.1984326500195627,162.72288905637254,0
1240,0.6100519245276768,0.6719551394726524,825.32829378253,0.21884107748952303,0.3800528222404141,99.42537193653362,0.19978427242386926,190.3570154809514,0
1250,0.7279351625419417,0.758983558669746,995.2330957109493,0.2599100212179248,0.3584382389603352,116.51203201631446,0.12090947885899112,152.80190293933944,0
1260,0.9271077886262563,0.9372792627480842,900.3759996410881,0.24100975870761546,0.33527221357454484,104.41452031272628,0.1146892058934163,158.55959341862936,0
1270,1.3180147659224932,1.2354121179047752,890.4013819761824,0.25093075028971196,0.33592663647902876,101.85628296848529,0.0038904301152718757,125.63685421335666,0
1280,1.3607305832563434,1.342421225870483,749.7864685887355,0.16217237678043586,0.3891849288064173,89.9897671691742,-0.07997316683782403,142.25149123591285,1
1290,0.5069521305311907,0.4814898339336535,964.5783274913931,0.2927236065265181,0.25916481949930725,93.73101956257793,-0.13949428621492965,145.9605319335158,1
1300,1.0107473025775657,0.9626980593296309,828.2469063761846,0.27577377507645373,0.2002224188392375,114.08193663218772,-0.08613010446141454,195.60979589959095,0
1310,0.917411003148779,0.962095025886496,748.6700217347438,0.2707635477743494,0.25439091187963975,102.36872527073832,-0.04961151122834434,142.61338884329274,1
1320,0.7221078104707302,0.7212829574864844,703.7822559927278,0.27344757075626513,0.2435782759253488,100.5896877502712,0.10252403879211763,156.86949882157217,0
1330,0.6198653673336828,0.5360746105152123,867.9267050915148,0.2899065762199142,0.33236691702279964,83.98318854160115,0.015864715561260956,173.70435388514238,1
1340,0.837615171403628,0.7816518117935902,858.2198866368029,0.23163809491705464,0.3267423199531058,80.64112625820492,-0.16900654937780693,132.97466979263018,0
1350,1.4429097039125192,1.4795614566444384,915.8060867107475,0.18004230268014387,0.3186922765409448,118.54740754748197,-0.1927883964164351,158.91539097134995,0
1360,0.8232029320207552,0.7384291039188152,967.0774159053406,0.24251754117788116,0.20324868864189075,95.07944669147366,-0.15906712818637475,179.08312315807262,0
1370,1.0187906217433662,1.0890320045531199,723.8219753929088,0.26143222405019084,0.3457556108901295,104.12852248398018,-0.035800514521048266,189.3484170421653,0
1380,1.2030189588951778,1.2020482642979726,919.4489471021087,0.2606876090031038,0.2647060824970983,83.1886029274914,0.1732771668196073,170.10074197299414,1
1390,0.863629602379294,0.8597469178446235,756.2235832292747,0.228217353625032,0.33301119780132626,107.32457142892187,0.05496099248368863,173.52428122535582,0
1400,1.4717820827209607,1.4902636396528641,957.4531159471492,0.1602688079000367,0.31131568570043067,117.30266834823843,0.12073035995020603,130.1026778067655,0
1410,1.4624472949421112,1.527383488127141,945.7190541584969,0.20566694076451916,0.2685461850855815,103.02661011989679,-0.01345016219818057,195.66211977970778,0
1420,0.7517822958253642,0.7213441374058027,862.2381264956633,0.2881149912695036,0.22691525342082156,85.04461289501643,-0.05533356672198289,130.6059261987586,1
1430,0.9972485058923855,1.0328517364041983,913.0728395869935,0.23766733646361388,0.2188837795320962,103.26886109893907,-0.15663985091335092,181.97383497454388,0
1440,0.8008783098167697,0.8140247026159279,794.3050339551245,0.230749791488357,0.36630366662244473,110.6538885241861,0.15037320887448197,141.1853057422655,0
1450,0.7848404943774676,0.7382461484113518,841.3503696798443,0.19032802715732902,0.3836795084163116,96.25666146296075,0.11326401161116112,194.68745149610012,1
1460,0.5368869473545328,0.6126129446255644,946.4910693131415,0.20526733798748684,0.3299576093528599,115.19350991765872,-0.13275276096090996,177.59676314955837,0
1470,1.1095643339798968,1.1690495383012824,837.7795591519641,0.2843019133729754,0.22068682297209669,105.94731813429458,0.00490422555050421,180.3050970382695,0
1480,1.0026790232288616,1.0343693901605466,807.3394795976326,0.24996945712902535,0.28040544337764817,115.9699567315681,-0.005050076831502048,137.52473384479066,1
1490,0.5514787512499894,0.6215950970688378,848.26373417509,0.26810805401284993,0.34578784002103147,104.9402124498935,0.05003662107461143,155.44319813081287,0
1500,0.7786464642366114,0.8521053044285719,948.4747757311656,0.21815181346014828,0.35596417680201364,85.25151888019298,0.1784747575965045,169.42505556714292,0
1510,1.4082658859666537,1.4499384813096607,800.5624142112619,0.2445370829184237,0.22364372445821773,92.38766844420756,0.031908576704991864,181.59788945652807,0
1520,0.7395618906669724,0.8069645563397069,752.1284779407231,0.18725754131148112,0.2000061437690765,88.07179793009828,0.01608690671144744,128.31675007299117,1
1530,0.6448948720912231,0.6843891644250798,913.6042060992343,0.2558191245425229,0.342427409176121,116.3530599086745,-0.17987082682613442,196.98922531636225,0
1540,0.989452760277563,1.025480914629623,947.7934638124245,0.2141402000555006,0.27131923519724116,110.4160026914993,-0.17483700959279044,191.21765364436447,1
1550,1.4856504541106008,1.5093727297536377,730.19124355706,0.21638182722221183,0.2508962663236521,107.05593475640023,-0.12506128346928447,141.62788723964675,1
1560,0.7420552715115004,0.7925985994230287,771.9622338267834,0.24739834868653224,0.2025794939579051,92.03865278526487,-0.1870116913233007,185.82081944258655,0
1570,1.1721355474058786,1.1038565684644932,742.5915969282981,0.290442093220339,0.30805988135229995,87.36179088200853,0.09734115822800493,161.4659138431859,1
1580,1.2616196153287176,1.3377937671685032,804.38242347465,0.15960095199129312,0.37023014708519636,110.25804351955648,0.08933212159758525,156.9445185249615,0
1590,0.7376375439923997,0.8120062495414461,835.1052936716238,0.27371148560205116,0.3915263292545176,98.96631783516318,-0.14557750622734283,145.15472846491244,0
1600,1.2282163486118596,1.1340658052187713,924.647901088992,0.19385746656182895,0.31314899012265784,89.03158208602517,0.13443156031811238,166.4774869305274,1
1610,0.8677831327192532,0.9329464828322058,895.3442754645023,0.21658791817595668,0.3028922655479789,104.664879126611,-0.13808558606155522,178.3911294162878,1
1620,1.1323058305935794,1.0580798040882684,886.2785702435293,0.15328699931625134,0.21701127709784823,81.61335408553808,-0.07952976520105648,152.87463239702066,0
1630,1.1335297107608948,1.1005534816127232,805.7124839828963,0.19515691167514695,0.30977456030851996,93.04681016513014,-0.10040924033545401,170.33753544066337,0
1640,1.0357746840747586,1.0844763353330802,952.434265925428,0.22539468639451957,0.27599581579307897,98.74227978364539,-0.051077160570780905,175.94503369242432,0
1650,0.5902897700544083,0.5224417492640699,841.3861502194494,0.15842641160211585,0.3214270561767154,85.91833336437624,-0.09813449364401526,176.88974536122288,0
1660,1.335302495589238,1.3988959004130506,993.7314814045463,0.22366435940747476,0.2777452695753094,119.38617910363358,-0.004419629424619181,124.15728785049441,0
1670,0.8207800649717358,0.8872069005632842,890.2426414887211,0.2890665943287641,0.24805982469007337,88.36389458358457,-0.03703684745812583,188.77982445480535,0
1680,0.6865185103998542,0.6880120571520215,737.8794224693509,0.16580898271617078,0.21899305504567532,85.21412520173062,0.1946277963117306,156.66026518120384,0
1690,0.5407751415547639,0.44205231589813065,902.8532686226301,0.2646661092113256,0.2629836889177792,88.14139495547586,-0.17762945994870974,140.99328653569717,0
1700,1.090892943188242,1.0483005698232244,797.5312046295097,0.2114506580063989,0.21932896685755046,110.76244532638897,-0.14312744944505937,139.34116059837453,0
1710,1.1775643618422824,1.200949745517431,905.8981590058293,0.2482760571786507,0.2353793901647968,97.02022637087371,-0.178869642436559,158.64112902751603,1
1720,0.5165878289278562,0.6128250645333408,720.8923444487217,0.1890354896977844,0.3974672317159092,102.61663759010152,0.050336477992950324,190.94652315751674,1
1730,1.012093058299281,1.0384557637026148,752.4644311527878,0.17392383938120373,0.28882071138132376,80.84036627945443,-0.17819628903451218,150.26780653461176,0
1740,0.726495775197938,0.6784564914107699,956.7211776717359,0.17406939214068395,0.3063743533010033,81.37725234293258,0.13457589495044936,179.97805974268346,0
1750,1.14517279040945,1.1719739310293722,768.1538671070545,0.1605737918464717,0.37472370574744307,97.83302199308065,0.004775452272771125,127.74549847897748,0
1760,0.6743664290049914,0.6823635049481626,951.112337572882,0.17784700573518644,0.3991137800981376,112.66620972806494,0.010803049832613487,158.08453617208494,0
1770,1.190937738102466,1.2469068171326947,783.7828265363231,0.24963290774834523,0.3165428898689363,115.40955514830262,0.024637803084877674,199.33489123141885,0
1780,0.8867353463005374,0.8081314740659291,892.8645730176123,0.2822535917765262,0.36249476420883436,83.46826270382562,-0.1316745174775157,181.63502422338695,1
1790,1.4367299887367344,1.48893556923714,908.2451720529493,0.27211885283867426,0.26538820486733505,101.53452408404091,-0.12092387875420499,136.84227907524905,0
1800,0.6375209441459933,0.6457742598812153,853.7964259435159,0.2527701464811726,0.26114879148945824,116.52918745117083,-0.07247307085079813,160.11531789583285,0
1810,0.8410663510502585,0.9336647518220574,791.5932030090194,0.1665647795116654,0.28054074419891206,95.51891017591545,0.03739856632874056,138.68998109188533,0
1820,0.6134735212405891,0.5818479544483263,763.7933129113288,0.19337811694439247,0.33450145253472985,113.18263325713474,-0.1159528896239142,152.76487418100075,0
1830,1.4246936182785628,1.4512179969053525,709.9568063687278,0.19647103129837035,0.33643833785101973,85.34782617597745,-0.1534673091466955,182.40672189879717,0
1840,1.377339353380981,1.4637449744829845,791.1839203722171,0.18749354195964318,0.2630478869298902,117.41577958671195,0.1880467545673729,181.6979852232323,1
1850,0.7579416277151556,0.6784435733132914,895.9488371593849,0.22725084895645847,0.22664198482732575,110.05693270125211,-0.19120727407615085,138.2480302321908,0
1860,1.159984046034179,1.2474297434814692,981.4914455345448,0.23033307223195087,0.32647925129310174,117.65337571147606,0.12107896213440866,193.77786545238882,0
1870,1.3172222002012157,1.3547993446613784,961.3613446789157,0.2035328962756665,0.22566517243775291,107.06468934210025,0.11521405983000882,167.40545462118615,0
